Année,Catégorie,Sous-catégorie,Valeur
2010,Indicateur macroeconomique,Interets,88.374
2011,Indicateur macroeconomique,Interets,12.579
2012,Indicateur macroeconomique,Interets,59.238
2013,Indicateur macroeconomique,Interets,99.14
2014,Indicateur macroeconomique,Interets,120.34
2015,Indicateur macroeconomique,Interets,152.24
2016,Indicateur macroeconomique,Interets,176.95
2017,Indicateur macroeconomique,Interets,175.822
2018,Indicateur macroeconomique,Interets,228.033
2019,Indicateur macroeconomique,Interets
2020,Indicateur macroeconomique,Interets
1970,Indicateur macroeconomique,Exportations de biens FOB
1971,Indicateur macroeconomique,Exportations de biens FOB
1972,Indicateur macroeconomique,Exportations de biens FOB
1973,Indicateur macroeconomique,Exportations de biens FOB
1974,Indicateur macroeconomique,Exportations de biens FOB
1975,Indicateur macroeconomique,Exportations de biens FOB,265.5
1976,Indicateur macroeconomique,Exportations de biens FOB,414.6
1977,Indicateur macroeconomique,Exportations de biens FOB,592.6
1978,Indicateur macroeconomique,Exportations de biens FOB,590.3
1979,Indicateur macroeconomique,Exportations de biens FOB,579.2
1980,Indicateur macroeconomique,Exportations de biens FOB,636.5
1981,Indicateur macroeconomique,Exportations de biens FOB,661.7
1982,Indicateur macroeconomique,Exportations de biens FOB,771.3
1983,Indicateur macroeconomique,Exportations de biens FOB,787.4
1984,Indicateur macroeconomique,Exportations de biens FOB,1146.9
1985,Indicateur macroeconomique,Exportations de biens FOB,1240.4
1986,Indicateur macroeconomique,Exportations de biens FOB,1103.8
1987,Indicateur macroeconomique,Exportations de biens FOB,886.5
1988,Indicateur macroeconomique,Exportations de biens FOB,801.6
1989,Indicateur macroeconomique,Exportations de biens FOB,860.3
1990,Indicateur macroeconomique,Exportations de biens FOB,793
1991,Indicateur macroeconomique,Exportations de biens FOB,763.1
1992,Indicateur macroeconomique,Exportations de biens FOB,780
1993,Indicateur macroeconomique,Exportations de biens FOB,713.2
1994,Indicateur macroeconomique,Exportations de biens FOB,1560.9
1995,Indicateur macroeconomique,Exportations de biens FOB,1857.2
1996,Indicateur macroeconomique,Exportations de biens FOB,2228.9
1997,Indicateur macroeconomique,Exportations de biens FOB,2548.7
1998,Indicateur macroeconomique,Exportations de biens FOB,2665.95
1999,Indicateur macroeconomique,Exportations de biens FOB,2816.17
2000,Indicateur macroeconomique,Exportations de biens FOB,2712.38
2001,Indicateur macroeconomique,Exportations de biens FOB,2833.06
2002,Indicateur macroeconomique,Exportations de biens FOB,3620.6
2003,Indicateur macroeconomique,Exportations de biens FOB,3311.8
2004,Indicateur macroeconomique,Exportations de biens FOB,3601.26
2005,Indicateur macroeconomique,Exportations de biens FOB,4002.96
2006,Indicateur macroeconomique,Exportations de biens FOB,4372.41
2007,Indicateur macroeconomique,Exportations de biens FOB,4096.78
2008,Indicateur macroeconomique,Exportations de biens FOB,4590.65
2009,Indicateur macroeconomique,Exportations de biens FOB,5273.36
2010,Indicateur macroeconomique,Exportations de biens FOB,5651.22
2011,Indicateur macroeconomique,Exportations de biens FOB,5962.063
2012,Indicateur macroeconomique,Exportations de biens FOB,6189.352
2013,Indicateur macroeconomique,Exportations de biens FOB,5952.852
2014,Indicateur macroeconomique,Exportations de biens FOB,6411.331
2015,Indicateur macroeconomique,Exportations de biens FOB,6938.016
2016,Indicateur macroeconomique,Exportations de biens FOB,6449.3
2017,Indicateur macroeconomique,Exportations de biens FOB,6899.6
2018,Indicateur macroeconomique,Exportations de biens FOB,6619.62
2019,Indicateur macroeconomique,Exportations de biens FOB,7399.2
2020,Indicateur macroeconomique,Exportations de biens FOB,6862.06
1970,Indicateur macroeconomique,Importations de biens FOB
1971,Indicateur macroeconomique,Importations de biens FOB
1972,Indicateur macroeconomique,Importations de biens FOB
1973,Indicateur macroeconomique,Importations de biens FOB
1974,Indicateur macroeconomique,Importations de biens FOB
1975,Indicateur macroeconomique,Importations de biens FOB,-216.9
1976,Indicateur macroeconomique,Importations de biens FOB,-277.5
1977,Indicateur macroeconomique,Importations de biens FOB,-392.4
1978,Indicateur macroeconomique,Importations de biens FOB,-461
1979,Indicateur macroeconomique,Importations de biens FOB,-475.1
1980,Indicateur macroeconomique,Importations de biens FOB,-552.2
1981,Indicateur macroeconomique,Importations de biens FOB,-561.9
1982,Indicateur macroeconomique,Importations de biens FOB,-588.1
1983,Indicateur macroeconomique,Importations de biens FOB,-623.1
1984,Indicateur macroeconomique,Importations de biens FOB,-649.9
1985,Indicateur macroeconomique,Importations de biens FOB,-633.4
1986,Indicateur macroeconomique,Importations de biens FOB,-567.9
1987,Indicateur macroeconomique,Importations de biens FOB,-560
1988,Indicateur macroeconomique,Importations de biens FOB,-527
1989,Indicateur macroeconomique,Importations de biens FOB,-566.9
1990,Indicateur macroeconomique,Importations de biens FOB,-495.2
1991,Indicateur macroeconomique,Importations de biens FOB,-502.6
1992,Indicateur macroeconomique,Importations de biens FOB,-516.7
1993,Indicateur macroeconomique,Importations de biens FOB,-501.3
1994,Indicateur macroeconomique,Importations de biens FOB,-849.1
1995,Indicateur macroeconomique,Importations de biens FOB,-1151.5
1996,Indicateur macroeconomique,Importations de biens FOB,-1288.3
1997,Indicateur macroeconomique,Importations de biens FOB,-1486.7
1998,Indicateur macroeconomique,Importations de biens FOB,-1631.58
1999,Indicateur macroeconomique,Importations de biens FOB,-1631.35
2000,Indicateur macroeconomique,Importations de biens FOB,-1638.6
2001,Indicateur macroeconomique,Importations de biens FOB,-1696.64
2002,Indicateur macroeconomique,Importations de biens FOB,-1638
2003,Indicateur macroeconomique,Importations de biens FOB,-1794.9
2004,Indicateur macroeconomique,Importations de biens FOB,-2188.26
2005,Indicateur macroeconomique,Importations de biens FOB,-2688.4
2006,Indicateur macroeconomique,Importations de biens FOB,-2723.95
2007,Indicateur macroeconomique,Importations de biens FOB,-2845.41
2008,Indicateur macroeconomique,Importations de biens FOB,-3081.91
2009,Indicateur macroeconomique,Importations de biens FOB,-3263.38
2010,Indicateur macroeconomique,Importations de biens FOB,-3857.53
2011,Indicateur macroeconomique,Importations de biens FOB,-3145.72
2012,Indicateur macroeconomique,Importations de biens FOB,-4623.714
2013,Indicateur macroeconomique,Importations de biens FOB,-4473.631
2014,Indicateur macroeconomique,Importations de biens FOB,-4496.498
2015,Indicateur macroeconomique,Importations de biens FOB,-5063.986
2016,Indicateur macroeconomique,Importations de biens FOB,-4631.459
2017,Indicateur macroeconomique,Importations de biens FOB,-4940.31
2018,Indicateur macroeconomique,Importations de biens FOB,-5255.94
2019,Indicateur macroeconomique,Importations de biens FOB,-5552.78
2020,Indicateur macroeconomique,Importations de biens FOB,-5234.05
1970,Indicateur macroeconomique,Balance des biens
1971,Indicateur macroeconomique,Balance des biens
1972,Indicateur macroeconomique,Balance des biens
1973,Indicateur macroeconomique,Balance des biens
1974,Indicateur macroeconomique,Balance des biens
1975,Indicateur macroeconomique,Balance des biens,48.6
1976,Indicateur macroeconomique,Balance des biens,137.1
1977,Indicateur macroeconomique,Balance des biens,200.2
1978,Indicateur macroeconomique,Balance des biens,129.3
1979,Indicateur macroeconomique,Balance des biens,104.1
1980,Indicateur macroeconomique,Balance des biens,84.3
1981,Indicateur macroeconomique,Balance des biens,99.8
1982,Indicateur macroeconomique,Balance des biens,183.2
1983,Indicateur macroeconomique,Balance des biens,164.3
1984,Indicateur macroeconomique,Balance des biens,497
1985,Indicateur macroeconomique,Balance des biens,607
1986,Indicateur macroeconomique,Balance des biens,535.9
1987,Indicateur macroeconomique,Balance des biens,326.5
1988,Indicateur macroeconomique,Balance des biens,274.6
1989,Indicateur macroeconomique,Balance des biens,293.4
1990,Indicateur macroeconomique,Balance des biens,297.8
1991,Indicateur macroeconomique,Balance des biens,260.5
1992,Indicateur macroeconomique,Balance des biens,263.3
1993,Indicateur macroeconomique,Balance des biens,211.9
1994,Indicateur macroeconomique,Balance des biens,711.8
1995,Indicateur macroeconomique,Balance des biens,705.7
1996,Indicateur macroeconomique,Balance des biens,940.6
1997,Indicateur macroeconomique,Balance des biens,1062
1998,Indicateur macroeconomique,Balance des biens,1034.37
1999,Indicateur macroeconomique,Balance des biens,1184.82
2000,Indicateur macroeconomique,Balance des biens,1073.78
2001,Indicateur macroeconomique,Balance des biens,1136.42
2002,Indicateur macroeconomique,Balance des biens,1982.6
2003,Indicateur macroeconomique,Balance des biens,1516.9
2004,Indicateur macroeconomique,Balance des biens,1413
2005,Indicateur macroeconomique,Balance des biens,1314.56
2006,Indicateur macroeconomique,Balance des biens,1648.46
2007,Indicateur macroeconomique,Balance des biens,1251.37
2008,Indicateur macroeconomique,Balance des biens,1508.74
2009,Indicateur macroeconomique,Balance des biens,2009.98
2010,Indicateur macroeconomique,Balance des biens,1793.69
2011,Indicateur macroeconomique,Balance des biens,2816.344
2012,Indicateur macroeconomique,Balance des biens,1565.638
2013,Indicateur macroeconomique,Balance des biens,1479.221
2014,Indicateur macroeconomique,Balance des biens,1914.833
2015,Indicateur macroeconomique,Balance des biens,1874.03
2016,Indicateur macroeconomique,Balance des biens,1817.841
2017,Indicateur macroeconomique,Balance des biens,1959.29
2018,Indicateur macroeconomique,Balance des biens,1363.68
2019,Indicateur macroeconomique,Balance des biens,1846.42
2020,Indicateur macroeconomique,Balance des biens,1628.01
1970,Indicateur macroeconomique,Compte des transactions courantes (1+2+3)
1971,Indicateur macroeconomique,Compte des transactions courantes (1+2+3)
1972,Indicateur macroeconomique,Compte des transactions courantes (1+2+3)
1973,Indicateur macroeconomique,Compte des transactions courantes (1+2+3)
1974,Indicateur macroeconomique,Compte des transactions courantes (1+2+3)
1975,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-81.2
1976,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-59.54
1977,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-43.42
1978,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-189.24
1979,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-294.2
1980,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-385.9
1981,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-383.5
1982,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-333.9
1983,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-353.9
1984,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-31.8
1985,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),30.5
1986,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-103.1
1987,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-291
1988,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-369
1989,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-308.3
1990,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-330.58
1991,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-303
1992,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-268.06
1993,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-252.5
1994,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-7.65
1995,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-245.8
1996,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-83
1997,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-90.3
1998,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-171.2
1999,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-73.6
2000,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-171.77
2001,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-44.92
2002,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),535.44
2003,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),171
2004,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),127.01
2005,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),20.94
2006,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),250.43
2007,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-66.64
2008,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),202.2
2009,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),763.8
2010,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),230.08
2011,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),1256.449
2012,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-163.651
2013,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-208.846
2014,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),252.105
2015,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-119.054
2016,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-245.52
2017,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-609.173
2018,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-1153.87
2019,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-790.27
2020,Indicateur macroeconomique,Compte des transactions courantes (1+2+3),-1191.82
1970,Indicateur macroeconomique,Balance courante hors dons publics
1971,Indicateur macroeconomique,Balance courante hors dons publics
1972,Indicateur macroeconomique,Balance courante hors dons publics
1973,Indicateur macroeconomique,Balance courante hors dons publics
